RMOWNHH,OMB13CBSA,DIVISION,HHSEX,HHMAR,HHCITSHP,HHAGE,HHRACE,HHGRAD,NUMPEOPLE,HINCP
'-6','14460','1','2','1','5',45,'01','39',4,94000
'-6','14460','1','1','1','5',47,'01','44',4,62300
'-6','14460','1','1','4','1',72,'01','40',3,127000
'-6','99999','9','1','1','1',68,'01','44',2,88000
'-6','99998','1','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','9','1','1','1',28,'01','40',2,94000
'-6','99999','8','2','4','1',69,'01','35',2,900
'-6','99998','3','1','4','1',43,'01','44',1,90000
'-6','14460','1','1','1','1',76,'01','39',2,1200
'-6','14460','1','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','1','2','1','1',67,'03','43',2,75230
'-6','99998','8','1','6','1',60,'01','44',1,11400
'-6','99998','9','1','1','1',62,'04','39',3,81000
'-6','99999','8','2','6','1',21,'01','39',3,5000
'-6','99998','5','1','6','1',73,'02','35',1,10500
'2','99998','3','1','6','1',18,'02','39',2,25000
'-6','14460','1','2','1','1',69,'01','39',2,107000
'-6','99999','9','1','1','1',80,'01','43',2,86920
'2','99998','1','2','5','1',55,'01','45',2,128000
'-6','99998','9','1','1','1',62,'04','39',7,197810
'-6','99998','9','2','6','5',31,'05','34',4,13400
'-6','99998','1','1','1','1',80,'01','44',2,28200
'-6','99999','8','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','1','1','1',76,'01','40',2,45100
'-6','14460','1','1','6','5',28,'03','39',1,80000
'-6','99998','3','2','6','1',34,'01','37',3,32000
'-6','14460','1','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99999','9','1','6','1',27,'04','42',1,38000
'-6','99999','8','2','5','1',65,'01','39',2,1200
'-6','99999','5','1','1','1',50,'02','39',2,40000
'1','99998','3','2','6','1',30,'03','40',5,31600
'1','14460','1','1','4','5',42,'01','34',4,87500
'-6','14460','1','1','1','1',64,'01','39',2,152300
'-6','14460','1','2','4','1',66,'01','45',1,70000
'-6','14460','1','1','1','1',72,'01','47',2,224000
'2','99999','9','2','3','1',80,'07','39',1,22600
'-6','99998','1','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','8','2','3','1',85,'01','38',1,7600
'-6','99998','9','1','1','1',65,'04','38',4,71600
'2','99999','5','2','3','1',79,'02','37',3,35500
'-6','99998','1','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','8','1','6','1',60,'01','37',1,14400
'-6','14460','1','1','1','4',73,'01','33',3,1360
'2','99998','3','1','1','1',60,'01','39',2,38000
'-6','14460','1','2','4','1',80,'01','40',1,0
'-6','99998','3','1','6','1',33,'04','43',2,93000
'2','99999','9','1','6','1',64,'02','43',1,1100
'-6','99998','9','2','1','1',56,'04','45',3,190110
'-6','99998','9','2','1','4',67,'04','44',2,113600
'-6','99999','8','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','1','3','1',68,'02','37',1,2000
'-6','99998','3','2','4','1',79,'01','42',1,12000
'-6','14460','1','1','1','1',57,'01','40',5,166200
'-6','14460','1','2','4','1',68,'01','42',1,86300
'-6','14460','1','1','1','1',72,'01','39',2,67800
'-6','14460','1','1','1','1',63,'01','39',2,230000
'-6','41860','9','1','6','5',48,'04','44',3,170000
'-6','41860','9','1','1','4',64,'01','32',5,55000
'-6','41860','9','2','3','1',45,'01','44',4,76000
'-6','41860','9','1','1','4',43,'04','45',4,500000
'-6','41860','9','2','1','5',47,'14','42',5,155000
'-6','41860','9','2','6','1',68,'02','45',2,46600
'-6','99998','8','1','1','1',80,'01','40',2,68800
'-6','41860','9','1','4','1',40,'01','44',3,103000
'-6','41860','9','1','6','1',80,'01','44',1,48000
'2','41860','9','1','6','5',28,'04','44',2,70000
'-6','41860','9','1','6','1',60,'01','44',1,125000
'-6','41860','9','2','1','1',27,'01','43',2,132000
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','4','1','1','1',68,'01','47',3,190000
'-6','35620','2','2','6','5',35,'01','39',8,89000
'-6','35620','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','35620','2','1','3','1',78,'01','39',2,41000
'-6','41860','9','1','6','1',67,'02','39',1,11200
'-6','41860','9','1','1','5',59,'03','36',5,24000
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','41860','9','2','6','1',67,'01','47',1,14400
'-6','41860','9','2','3','1',70,'01','38',1,50910
'-6','35620','2','1','1','1',77,'01','40',2,24000
'-6','35620','2','1','6','1',27,'01','38',1,2500
'-6','35620','2','2','6','1',43,'01','39',4,4800
'-6','35620','2','2','1','1',77,'01','39',2,17430
'-6','35620','2','2','2','1',68,'02','39',1,7200
'-6','99998','2','1','1','3',39,'01','47',3,118000
'2','41860','9','1','6','1',35,'01','43',1,72000
'-6','41860','9','1','1','4',69,'01','45',2,101200
'2','41860','9','1','6','5',30,'04','45',1,1800
'-6','41860','9','2','6','1',38,'02','44',2,105000
'-6','41860','9','1','1','4',66,'04','39',3,143000
'-6','41860','9','1','4','1',73,'02','39',1,11300
'-6','99998','8','1','4','1',55,'01','44',2,45000
'-6','41860','9','1','1','4',57,'01','35',4,60000
'-6','41860','9','1','2','4',67,'04','45',1,9600
'-6','41860','9','1','1','5',33,'03','37',7,50000
'-6','41860','9','1','1','4',62,'05','43',5,188000
'-6','41860','9','1','4','1',37,'04','39',1,50000
'1','41860','9','1','4','4',47,'04','44',1,77000
'-6','41860','9','1','6','1',61,'10','39',4,18800
'-6','41860','9','1','6','1',31,'01','44',1,144200
'2','99998','4','1','3','1',74,'01','40',1,17700
'-6','99998','4','1','1','1',70,'03','40',2,52100
'-6','35620','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','35620','2','2','1','4',43,'02','40',4,167000
'-6','35620','2','1','6','1',48,'01','40',1,0
'-6','35620','2','2','3','2',85,'01','34',2,800
'-6','41860','9','2','6','4',36,'04','44',3,76000
'-6','41860','9','2','4','1',62,'01','44',1,200000
'-6','99998','8','1','1','1',45,'01','44',6,81500
'-6','41860','9','2','1','1',74,'01','40',2,8800
'-6','41860','9','2','1','1',45,'01','45',3,256200
'-6','41860','9','1','1','4',64,'01','41',3,75000
'-6','41860','9','2','3','4',79,'04','39',2,47990
'-6','99998','2','1','6','1',70,'01','44',1,68000
'2','41860','9','1','1','1',46,'04','45',5,128000
'-6','41860','9','1','1','5',37,'04','44',3,120000
'-6','41860','9','2','1','1',30,'03','44',3,130000
'2','41860','9','1','6','5',31,'04','44',1,105000
'1','99998','4','2','1','1',32,'03','39',4,111000
'-6','35620','2','1','4','1',57,'01','44',3,392600
'-6','35620','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','35620','2','2','5','5',66,'01','34',3,11200
'-6','35620','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','2','1','1','1',66,'01','44',2,160000
'-9','41860','9','2','6','1',50,'04','40',1,0
'2','41860','9','1','5','4',85,'02','39',1,11800
'-6','41860','9','2','1','1',74,'01','45',2,29810
'-6','41860','9','2','1','4',61,'04','44',5,129000
'-6','41860','9','1','1','5',35,'01','39',5,30000
'-6','41860','9','1','4','4',52,'04','36',3,176500
'-6','99998','4','2','6','1',25,'03','39',3,20000
'-6','99998','4','2','3','1',85,'01','44',1,1000
'-6','35620','2','1','4','1',65,'01','40',2,229000
'1','35620','2','2','6','1',29,'01','40',1,39000
'-6','35620','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','3','1','1','1',73,'01','34',2,21900
'-6','41860','9','1','4','1',61,'02','39',1,3000
'-6','41860','9','1','1','1',72,'01','40',2,117700
'2','99998','8','1','4','1',54,'01','39',1,105010
'-6','41860','9','2','6','1',41,'02','41',2,75000
'-6','41860','9','1','4','1',56,'02','39',1,8400
'-6','41860','9','1','1','1',85,'01','46',2,33900
'-6','41860','9','2','4','1',65,'01','47',1,80000
'-6','41860','9','1','1','1',51,'01','43',4,254000
'-6','41860','9','2','6','1',31,'04','39',1,30000
'2','41860','9','2','1','1',50,'01','44',6,299600
'2','99998','4','2','1','1',30,'01','44',3,100000
'1','35620','2','2','6','1',27,'03','37',2,19650
'-6','35620','2','1','6','1',51,'01','39',1,85000
'-6','35620','2','2','3','1',51,'02','39',1,9800
'-6','35620','2','2','2','4',33,'02','40',6,22000
'-6','35620','2','2','2','2',67,'01','37',1,13800
'-6','99998','2','2','6','1',76,'01','39',1,19400
'-6','99998','2','1','1','4',52,'01','43',4,90000
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','41860','9','1','1','3',80,'01','45',2,65600
'1','41860','9','1','1','5',34,'04','44',3,128000
'-6','99998','8','2','1','1',67,'01','44',2,113000
'-6','99998','4','2','1','1',45,'01','40',3,50000
'-6','35620','2','1','1','1',49,'01','47',4,142008
'-6','35620','2','1','1','1',58,'01','41',3,110500
'-6','35620','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','35620','2','2','6','1',47,'02','44',1,26500
'-6','41860','9','1','6','1',79,'01','47',1,151000
'2','41860','9','1','6','1',32,'01','40',3,204000
'-6','41860','9','1','4','4',67,'01','46',1,131000
'2','41860','9','1','1','4',42,'04','45',3,182600
'-6','41860','9','1','1','5',36,'01','40',4,113700
'-6','41860','9','2','1','1',65,'01','45',2,189000
'2','99998','2','1','6','1',43,'01','44',1,32004
'-6','41860','9','1','6','1',30,'01','45',2,93200
'-6','99998','2','2','6','1',70,'01','39',1,29200
'-6','41860','9','1','4','1',55,'01','44',3,125000
'-6','41860','9','2','6','1',72,'01','45',1,2800
'-6','41860','9','1','1','4',40,'01','44',4,320000
'-6','41860','9','2','3','1',78,'01','37',1,27000
'-6','99998','8','2','1','1',71,'01','37',2,141800
'-6','41860','9','1','6','1',34,'01','44',2,110000
'2','41860','9','1','6','1',31,'01','43',1,73000
'-6','35620','2','1','1','4',54,'02','40',4,155000
'-6','35620','2','1','1','1',57,'01','44',2,50000
'-6','35620','2','2','6','1',80,'01','39',1,9000
'-6','99998','2','1','1','1',28,'02','41',4,60000
'-6','41860','9','2','4','4',69,'01','45',1,10000
'-6','99998','8','1','6','1',28,'01','39',1,9820
'-6','99998','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','41860','9','2','1','4',60,'02','31',2,3000
'-6','41860','9','2','6','1',34,'01','44',2,166000
'-6','41860','9','2','6','1',36,'04','43',1,60000
'-6','41860','9','1','1','4',37,'01','39',4,105010
'-6','41860','9','2','1','4',53,'02','45',3,210000
'-6','41860','9','1','1','4',47,'04','44',4,275000
'-6','41860','9','1','5','5',62,'02','32',1,9200
'-6','99998','8','2','5','1',29,'01','43',4,26000
'-6','41860','9','1','1','1',49,'03','41',5,70000
'-6','99998','8','1','1','1',49,'01','39',2,152000
'-6','41860','9','1','6','1',50,'02','39',1,0
'-6','41860','9','2','6','1',40,'04','40',1,72000
'-6','41860','9','1','1','1',43,'01','45',5,182720
'-6','41860','9','2','4','3',55,'02','44',1,71000
'-6','41860','9','1','1','4',58,'04','38',5,26400
'-6','41860','9','2','3','4',85,'04','39',1,900
'-6','35620','2','1','1','1',85,'01','44',4,52800
'-6','35620','2','2','1','5',31,'01','39',4,33000
'-6','35620','2','1','5','1',47,'02','39',1,40000
'-6','35620','2','1','6','1',64,'01','39',1,8400
'2','99998','2','2','1','1',40,'01','40',3,34500
'-6','41860','9','2','1','4',46,'04','42',6,32500
'-6','41860','9','1','1','1',38,'01','44',2,105000
'-6','41860','9','1','6','1',60,'01','47',1,556000
'-6','99999','3','2','1','1',80,'01','39',2,14000
'1','41860','9','1','6','1',31,'03','40',3,100000
'2','41860','9','1','1','5',42,'01','37',5,57200
'-6','41860','9','1','1','1',26,'01','44',2,140220
'-6','41860','9','2','6','1',32,'01','40',1,45000
'-6','35620','2','2','6','4',27,'02','41',5,65580
'-6','35620','2','2','3','2',72,'01','39',3,12000
'-6','35620','2','1','3','1',80,'01','39',1,0
'-6','35620','2','1','4','2',66,'01','32',1,2500
'-6','99998','2','2','1','1',39,'01','47',4,200000
'-6','99998','3','2','3','1',85,'01','39',4,60000
'-6','99999','6','2','4','1',71,'01','35',1,6000
'-6','99998','5','1','6','1',62,'01','39',1,1000
'-6','99998','3','2','4','1',56,'02','46',6,103000
'-6','99998','3','2','1','1',69,'01','40',3,78100
'1','99998','6','2','6','1',27,'01','39',3,0
'-6','99999','5','2','4','1',40,'01','34',3,17000
'1','99998','5','1','6','1',21,'06','39',2,50000
'2','99998','3','2','6','1',27,'02','40',5,5570
'-6','99998','3','2','1','5',44,'01','37',5,26000
'-6','99999','5','1','6','1',57,'02','39',1,12700
'-6','99998','6','2','4','1',62,'01','40',1,11100
'-6','99998','5','2','4','1',43,'01','44',3,72000
'-6','99998','4','2','4','1',70,'01','39',1,8500
'-6','99998','3','2','3','1',79,'01','39',1,42000
'-6','99999','5','1','3','1',72,'02','39',1,28000
'-6','99998','6','2','6','1',39,'01','45',1,5400
'2','99999','6','1','1','1',46,'02','39',5,24000
'1','99998','3','2','6','1',22,'02','37',5,6400
'-6','99998','3','1','1','1',66,'01','44',2,66900
'-6','99998','6','2','3','1',74,'01','39',1,13200
'-6','99998','4','2','3','1',85,'01','41',1,280
'2','99998','4','2','1','1',38,'01','42',5,479000
'-6','99998','3','2','3','1',77,'01','39',1,35800
'1','99999','5','2','6','1',36,'02','39',8,50000
'-6','99998','5','2','6','1',60,'02','39',1,8800
'-6','99998','3','2','1','1',44,'01','44',2,124200
'2','99998','6','2','4','1',73,'01','42',1,13500
'-6','99998','4','2','4','1',53,'01','40',2,17000
'-6','99998','5','2','1','1',51,'01','43',4,91100
'1','99998','3','2','6','1',32,'02','39',5,25000
'-6','99998','6','1','1','1',33,'01','41',4,89700
'1','99998','5','1','6','1',22,'01','42',2,80000
'-6','99998','3','1','6','1',48,'01','40',2,65000
'-6','99999','5','2','6','1',35,'01','42',2,36600
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','1','1','1',46,'01','39',3,112000
'-6','26420','7','1','1','3',80,'01','32',2,30000
'-6','99998','7','1','1','1',55,'01','40',2,60000
'-6','26420','7','1','1','1',68,'01','44',2,0
'2','26420','7','1','2','5',43,'01','31',2,12000
'-6','26420','7','2','1','5',31,'01','39',4,48800
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','1','6','5',47,'02','41',1,4700
'-6','26420','7','1','1','4',57,'01','40',5,81700
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','2','1','1',45,'01','40',2,26000
'-6','26420','7','1','6','5',21,'01','43',1,38000
'-6','26420','7','1','1','1',65,'01','40',2,31000
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','2','1','1',49,'01','44',3,55000
'2','99998','7','2','6','1',22,'01','40',1,5000
'-6','99998','8','2','1','1',32,'01','44',2,167000
'-6','99998','3','1','1','1',50,'01','39',3,120000
'-6','26420','7','2','6','1',49,'02','41',1,72000
'-6','26420','7','2','6','1',35,'02','40',1,23000
'-6','26420','7','1','6','1',40,'02','39',3,12300
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','1','1','4',41,'04','43',4,95000
'-6','26420','7','1','1','5',49,'01','35',4,77000
'-6','26420','7','1','6','1',59,'02','38',2,8800
'2','26420','7','1','6','5',59,'06','39',1,32000
'-6','26420','7','2','1','1',38,'01','39',5,32000
'-6','26420','7','1','1','1',47,'01','39',4,55800
'-6','26420','7','1','1','1',44,'01','44',5,135000
'-6','99998','8','2','6','1',50,'01','37',1,30000
'-6','26420','7','1','1','1',67,'01','44',3,43800
'-6','26420','7','1','1','1',67,'04','44',2,127000
'2','26420','7','2','6','5',36,'01','45',1,70000
'1','26420','7','2','1','5',31,'04','39',4,20000
'-6','26420','7','1','1','1',73,'01','40',2,756000
'-6','26420','7','1','1','5',52,'01','39',4,130000
'-6','99998','3','2','1','1',31,'01','42',6,58400
'-6','99999','4','1','1','1',45,'01','44',4,182000
'-6','99998','7','2','3','1',80,'01','35',1,13800
'-6','99998','7','1','4','1',65,'01','44',1,114400
'-6','99998','7','2','1','1',32,'02','43',4,60000
'-6','26420','7','1','1','1',80,'01','44',2,43980
'-6','99998','7','2','6','1',23,'02','40',1,18100
'2','26420','7','2','1','1',54,'02','39',3,19500
'1','26420','7','1','6','1',31,'01','40',2,38000
'-6','26420','7','2','1','1',32,'04','40',4,85000
'-6','99998','7','1','1','1',32,'06','41',3,130000
'-6','26420','7','2','6','1',30,'01','44',2,137000
'-6','99998','8','2','1','1',31,'01','44',3,120000
'-6','26420','7','1','1','1',43,'01','39',2,82000
'2','26420','7','2','6','1',38,'01','33',8,18800
'-6','26420','7','2','1','1',64,'02','37',2,38400
'2','26420','7','2','3','5',56,'02','40',3,24740
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','2','1','1',35,'01','42',5,110000
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','1','1','1',73,'02','38',4,33000
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','1','1','1',70,'01','43',2,0
'-6','26420','7','2','6','4',41,'01','39',2,50000
'-6','26420','7','2','4','1',44,'02','39',2,89900
'-6','99998','3','1','1','4',73,'04','31',2,400
'-6','99998','7','1','1','1',66,'01','44',2,12000
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','7','2','4','1',55,'01','40',1,9000
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','2','1','1',63,'01','44',2,50000
'-6','26420','7','1','5','5',50,'01','39',2,40000
'1','26420','7','1','6','4',30,'01','42',1,43000
'2','99998','7','2','6','1',25,'02','39',5,48100
'2','99998','8','2','1','1',51,'01','45',3,0
'-6','26420','7','1','1','5',40,'01','45',3,337150
'-6','26420','7','2','1','1',72,'01','45',2,118000
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'2','26420','7','2','6','1',27,'04','45',1,95000
'2','26420','7','1','6','1',21,'01','38',1,50000
'2','26420','7','2','4','1',76,'01','42',2,34600
'-6','26420','7','2','3','1',85,'01','40',4,90000
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','1','3','1',68,'02','41',1,4000
'2','26420','7','1','6','1',54,'01','44',1,95000
'-6','26420','7','2','1','1',44,'01','44',4,131810
'-6','26420','7','2','6','1',41,'02','39',6,49400
'-6','26420','7','2','4','1',70,'02','43',3,100100
'-6','99998','3','1','1','5',85,'04','34',2,13800
'-9','99998','7','2','6','1',48,'02','40',2,21000
'-6','99999','7','2','6','1',52,'02','38',3,17000
'-6','99998','7','2','6','1',56,'02','37',2,16500
'-6','99998','7','2','4','1',71,'01','42',1,9500
'2','99998','7','1','4','1',47,'01','39',4,103400
'-6','99998','7','2','1','4',85,'01','39',2,55400
'-6','99998','8','1','1','1',48,'01','39',3,98000
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','7','1','1','1',64,'01','47',2,201000
'-6','26420','7','2','1','4',63,'01','45',2,58400
'-9','26420','7','2','6','1',22,'02','40',3,44000
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','1','4','4',32,'02','45',1,69000
'2','26420','7','2','6','1',61,'01','39',1,15800
'-6','26420','7','1','1','5',41,'01','39',5,43000
'-6','26420','7','2','4','1',67,'01','38',1,69000
'-6','26420','7','1','1','1',68,'01','39',2,0
'1','26420','7','2','6','1',24,'02','40',3,38000
'-6','26420','7','1','1','5',60,'01','33',3,24000
'-6','26420','7','1','6','1',55,'02','39',4,100000
'-6','26420','7','1','1','5',62,'01','35',5,44000
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','1','1','1',44,'02','40',7,35000
'-6','99998','7','2','6','1',39,'02','40',5,64100
'-6','99999','7','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99998','7','2','6','1',19,'01','43',2,11000
'-6','99998','8','1','1','1',58,'01','45',2,110000
'-6','99998','7','1','4','1',52,'01','36',1,0
'-6','99998','8','1','4','1',57,'01','33',1,890
'1','26420','7','2','4','1',65,'02','45',1,59000
'-6','99998','8','1','1','1',22,'01','39',4,26650
'-6','26420','7','2','1','1',63,'01','41',2,80000
'-6','26420','7','1','6','1',61,'01','40',1,120000
'-6','26420','7','1','1','5',35,'01','35',4,40000
'-6','26420','7','2','4','1',65,'02','45',1,63000
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'2','26420','7','1','4','1',48,'01','43',1,75000
'-6','26420','7','1','6','1',44,'02','40',1,7000
'-6','26420','7','1','6','5',36,'01','36',5,120000
'-6','26420','7','1','1','1',44,'01','39',4,35000
'-6','26420','7','2','1','1',65,'01','44',2,62220
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','2','1','5',44,'01','44',4,307000
'-6','26420','7','1','1','1',68,'01','42',2,128400
'-6','26420','7','2','5','1',68,'03','33',1,69000
'-6','26420','7','1','1','4',67,'01','47',2,43200
